Order_ID,Order_Date,Ship_Date,Ship_Mode,Order_Priority,Customer_ID,Customer_Name,Segment,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Unit_Price,Quantity,Discount,Sales,Profit,Payment_Method,Returned
ORD-2001-31596,2024-11-21,2024-11-24,Standard Class,Medium,CUST-9131,Debra Price,Consumer,Jessicaside,Iowa,89770,South,PROD-TEC-5918567,Technology,Phones,Deal Phones,685.0899999999999,7,0.3,3356.94,-414.08,Cash,No
ORD-1979-65067,2025-04-05,2025-04-09,Standard Class,High,CUST-4097,Robert Taylor,Consumer,West Briannafurt,South Dakota,26120,North,PROD-FUR-7907041,Furniture,Tables,My Tables,177.97,10,0.1,1601.73,360.87,Cash,No
ORD-2022-49856,2023-08-17,2023-08-22,Second Class,High,CUST-3813,Jason Lopez,Corporate,Zacharystad,Delaware,20988,South,PROD-OFF-5834292,Office Supplies,Art,Before Art,424.3,13,0.05,5240.1,1541.01,Cash,No
ORD-2023-91085,2024-02-20,2024-02-22,First Class,Medium,CUST-3873,Jennifer Black,Home Office,Juliehaven,South Dakota,68278,South,PROD-FUR-2961547,Furniture,Chairs,Who Chairs,496.95,1,0.3,347.86,37.12,Wire Transfer,No
ORD-1970-34182,2022-12-18,2022-12-20,Standard Class,High,CUST-6633,Vanessa Washington,Consumer,Moralesfort,Virginia,72091,East,PROD-OFF-3727935,Office Supplies,Appliances,Better Appliances,157.76,9,0.0,1419.84,453.05,Cash,No
ORD-1983-70036,2023-01-21,2023-01-24,Second Class,Low,CUST-9948,Ryan Jenkins,Home Office,Mauriceburgh,Alabama,60096,East,PROD-TEC-8950901,Technology,Copiers,International Copiers,352.02,15,0.3,3696.21,-176.24,Cash,No
ORD-1973-24721,2024-07-21,2024-07-27,Same Day,Low,CUST-3284,Brittany Ramirez,Home Office,Martintown,Minnesota,12021,North,PROD-OFF-7738231,Office Supplies,Labels,Paper Labels,422.03,10,0.2,3376.24,542.4,Wire Transfer,Yes
ORD-1976-89711,2024-02-27,2024-03-04,Second Class,Medium,CUST-5553,Mary Roman,Consumer,New Logan,Virginia,64425,North,PROD-FUR-2465941,Furniture,Furnishings,Avoid Furnishings,203.27,9,0.2,1463.54,249.62,Credit Card,No
ORD-1984-62108,2023-02-08,2023-02-10,Same Day,High,CUST-7326,Wendy Hernandez,Corporate,South Ericburgh,Pennsylvania,99145,North,PROD-OFF-6894759,Office Supplies,Art,Way Art,488.99,5,0.3,1711.46,201.66,Cash,No
ORD-1972-67999,2023-02-23,2023-02-26,Second Class,Critical,CUST-7786,Samuel Harper,Consumer,Lake Patricia,Arizona,59123,North,PROD-FUR-6087374,Furniture,Chairs,Ten Chairs,494.31,8,0.3,2768.14,-384.88,Credit Card,No
ORD-1974-59253,2025-09-21,2025-09-22,Standard Class,Critical,CUST-5478,Shannon Powell,Corporate,Lake Whitneyside,Nebraska,07894,South,PROD-TEC-3297254,Technology,Machines,Surface Machines,301.14,4,0.2,963.65,171.18,Cash,Yes
ORD-2025-49582,2024-11-03,2024-11-10,First Class,Critical,CUST-8593,Howard Perkins,Consumer,New John,Nebraska,87455,North,PROD-FUR-5406989,Furniture,Chairs,Music Chairs,478.45,5,0.2,1913.8,419.04,Wire Transfer,No
ORD-2022-33510,2022-03-03,2022-03-07,Second Class,Low,CUST-2955,Carrie Roberson,Corporate,Eatonshire,Colorado,80114,West,PROD-FUR-9061215,Furniture,Tables,Brother Tables,223.67,10,0.1,2013.03,390.08,Cash,No
ORD-2007-58916,2023-06-23,2023-06-28,Standard Class,High,CUST-3668,Patricia Shaw,Home Office,Langshire,New Mexico,78767,North,PROD-FUR-8735034,Furniture,Tables,Light Tables,349.71,15,0.1,4721.09,1402.36,Wire Transfer,No
ORD-1994-64986,2024-01-21,2024-01-27,First Class,Low,CUST-5749,Allison Gonzalez,Corporate,South Kathleen,North Dakota,33336,North,PROD-TEC-4074382,Technology,Accessories,Money Accessories,256.31,13,0.05,3165.43,803.88,Wire Transfer,No
ORD-2019-45580,2023-04-27,2023-05-03,First Class,Low,CUST-9755,Riley Munoz,Home Office,Mercerstad,Georgia,23200,East,PROD-FUR-3297630,Furniture,Bookcases,Per Bookcases,147.89,9,0.2,1064.81,156.53,PayPal,No
ORD-2002-38557,2025-10-19,2025-10-21,Second Class,Medium,CUST-9612,Amanda Bentley,Home Office,Welchside,New York,09471,North,PROD-OFF-2281784,Office Supplies,Binders,City Binders,411.23,2,0.0,822.46,250.11,Wire Transfer,No
ORD-1993-28220,2024-08-24,2024-08-31,Same Day,High,CUST-3821,Eric Fischer,Home Office,Joshuaview,Washington,20051,East,PROD-FUR-4730545,Furniture,Bookcases,Professor Bookcases,429.84,3,0.05,1225.04,273.88,Wire Transfer,No
ORD-2023-37504,2023-02-16,2023-02-18,Standard Class,Critical,CUST-2830,James Ramos,Consumer,Port Dan,Wyoming,69255,North,PROD-OFF-1713315,Office Supplies,Binders,Quite Binders,62.83,4,0.3,175.92,-4.68,Cash,No
ORD-1990-43162,2025-12-14,2025-12-15,Standard Class,High,CUST-1168,Michael Villa,Consumer,New Patricia,Washington,24136,North,PROD-TEC-4355853,Technology,Accessories,Someone Accessories,538.5899999999999,3,0.0,1615.77,616.97,Wire Transfer,No
ORD-1981-55591,2025-10-31,2025-11-03,Second Class,Medium,CUST-9272,Robert King,Home Office,Erikaside,Minnesota,35533,North,PROD-FUR-9872441,Furniture,Bookcases,Building Bookcases,360.75,4,0.1,1298.7,383.33,Credit Card,No
ORD-1977-38051,2026-01-27,2026-02-01,Same Day,High,CUST-4033,Jennifer Waller,Corporate,Lake Katherinehaven,Michigan,11829,North,PROD-FUR-7368883,Furniture,Tables,Partner Tables,114.99,7,0.05,764.68,216.11,Wire Transfer,No
ORD-1976-71066,2022-06-02,2022-06-03,Second Class,Critical,CUST-6918,Gregory Boyer,Home Office,Johnstad,Oregon,11797,East,PROD-TEC-2379891,Technology,Phones,Special Phones,451.91999999999996,6,0.2,2169.22,388.5,Wire Transfer,No
ORD-2012-39605,2025-07-11,2025-07-16,Same Day,High,CUST-8011,Michael Cox,Consumer,Amandaton,Connecticut,52082,North,PROD-OFF-7164643,Office Supplies,Paper,Thing Paper,16.27,3,0.2,39.05,3.2,Cash,No
ORD-1971-78506,2022-11-20,2022-11-26,Standard Class,Low,CUST-3348,Eric Wong,Corporate,Harrisonburgh,Vermont,26912,West,PROD-TEC-3830705,Technology,Phones,Foreign Phones,388.22,2,0.05,737.62,219.17,Cash,No
ORD-2007-40522,2023-07-13,2023-07-20,Same Day,Critical,CUST-5563,Arthur Armstrong,Home Office,West Brian,Arizona,12740,East,PROD-TEC-6974321,Technology,Machines,Hand Machines,536.6700000000001,8,0.2,3434.69,10.71,Wire Transfer,No
ORD-1978-69589,2024-11-12,2024-11-13,Standard Class,High,CUST-9017,Cynthia Stone,Corporate,South Thomasmouth,Washington,50064,South,PROD-TEC-1498677,Technology,Accessories,Recognize Accessories,571.52,2,0.0,1143.04,343.34,Credit Card,No
ORD-1972-60152,2022-10-05,2022-10-10,First Class,Medium,CUST-5960,Mary Johnson,Home Office,Manningchester,Kentucky,34059,North,PROD-FUR-8818548,Furniture,Furnishings,Current Furnishings,153.85,4,0.2,492.32,62.74,Wire Transfer,No
ORD-2006-55038,2023-03-22,2023-03-29,Standard Class,Low,CUST-8051,Ariel Stewart,Consumer,Rebeccashire,North Dakota,88287,West,PROD-OFF-7313879,Office Supplies,Art,Former Art,235.23,8,0.0,1881.84,686.17,Wire Transfer,No
ORD-2004-74419,2025-04-22,2025-04-26,Second Class,High,CUST-7374,Grant Schmidt,Corporate,Perkinsburgh,Colorado,90920,North,PROD-TEC-8882244,Technology,Machines,Between Machines,485.51,8,0.05,3689.88,965.83,Cash,No
ORD-2025-74840,2025-07-30,2025-08-04,Same Day,High,CUST-5660,Matthew Hunter,Corporate,South Grant,Kansas,01584,North,PROD-FUR-3150806,Furniture,Bookcases,Police Bookcases,189.54,14,0.3,1857.49,251.08,Wire Transfer,No
ORD-2003-22759,2023-02-07,2023-02-11,First Class,High,CUST-7749,Lisa Diaz,Corporate,West Brandon,South Dakota,78082,North,PROD-TEC-5154272,Technology,Accessories,Professor Accessories,527.56,4,0.3,1477.17,175.17,Credit Card,No
ORD-2011-25003,2024-10-30,2024-11-02,Second Class,Low,CUST-9821,Shawn Sanchez,Corporate,Lake Tinaville,Louisiana,42395,North,PROD-OFF-8087921,Office Supplies,Paper,Together Paper,262.23,10,0.2,2097.84,384.63,Cash,No
ORD-1993-12914,2025-03-30,2025-04-02,Same Day,Critical,CUST-6282,Sara Martin,Home Office,Port Candiceview,South Carolina,72642,North,PROD-OFF-4454568,Office Supplies,Labels,Thank Labels,253.4,6,0.1,1368.36,405.45,Wire Transfer,No
ORD-2010-67146,2024-03-07,2024-03-09,Same Day,Low,CUST-9779,Glenn Wright,Consumer,Adrianamouth,Delaware,29634,East,PROD-OFF-5988206,Office Supplies,Labels,President Labels,206.99,10,0.05,1966.4,465.9,Credit Card,No
ORD-1973-22416,2022-10-20,2022-10-25,First Class,High,CUST-2102,Erin Luna,Home Office,New Vanessa,Ohio,31798,West,PROD-OFF-6827003,Office Supplies,Storage,Student Storage,47.56,13,0.1,556.45,123.08,Wire Transfer,No
ORD-2020-96960,2024-05-22,2024-05-27,First Class,Medium,CUST-7788,Christina Roberts,Corporate,Whitneyport,North Carolina,29828,East,PROD-TEC-4029979,Technology,Machines,Remain Machines,219.12,15,0.3,2300.76,-238.43,Cash,No
ORD-1987-96613,2025-10-05,2025-10-12,Same Day,High,CUST-9728,Drew Cabrera,Home Office,Meyerberg,Vermont,29882,West,PROD-TEC-9762229,Technology,Phones,Decision Phones,388.49,4,0.05,1476.26,469.18,Wire Transfer,No
ORD-1994-63773,2022-10-29,2022-11-01,Standard Class,Medium,CUST-7757,Anne West,Corporate,Tarahaven,Pennsylvania,12427,East,PROD-TEC-5302460,Technology,Accessories,Hair Accessories,504.6,11,0.2,4440.48,845.37,PayPal,No
ORD-2016-13631,2024-03-06,2024-03-08,First Class,Critical,CUST-8952,Meghan Dean,Home Office,South Sarah,West Virginia,39993,West,PROD-OFF-1620819,Office Supplies,Paper,Cost Paper,88.09,4,0.05,334.74,121.27,Wire Transfer,No
ORD-1991-33066,2025-06-15,2025-06-21,Standard Class,Critical,CUST-1326,Lance Lane,Consumer,North Tonya,Utah,78208,North,PROD-OFF-5999260,Office Supplies,Appliances,Around Appliances,41.16,14,0.2,460.99,11.9,Credit Card,No
ORD-1985-28423,2025-02-16,2025-02-18,Standard Class,Low,CUST-9551,Joel Le,Home Office,Rushshire,Oregon,17233,East,PROD-OFF-4994266,Office Supplies,Labels,Explain Labels,69.92,10,0.1,629.28,163.71,Cash,No
ORD-1995-65426,2023-10-17,2023-10-19,Second Class,Low,CUST-3869,Robert Phillips,Consumer,Lake Aliciabury,West Virginia,29378,East,PROD-OFF-5266545,Office Supplies,Binders,Cut Binders,298.85,14,0.2,3347.12,390.38,Credit Card,No
ORD-2000-81531,2023-04-08,2023-04-12,Same Day,Medium,CUST-5550,Marcus Brown,Consumer,West Bianca,Florida,78440,East,PROD-OFF-7169641,Office Supplies,Paper,Off Paper,161.0,14,0.3,1577.8,209.71,Credit Card,No
ORD-1987-43158,2023-10-03,2023-10-08,Same Day,High,CUST-6945,Craig Lawson,Home Office,Port Ryanbury,Alabama,06718,North,PROD-TEC-8422287,Technology,Accessories,Likely Accessories,213.85,7,0.2,1197.56,21.7,Wire Transfer,No
ORD-2020-21829,2022-04-25,2022-05-02,Second Class,High,CUST-4446,Michael Guerrero,Consumer,Johnsonmouth,Arizona,92051,West,PROD-TEC-7816395,Technology,Copiers,Relationship Copiers,226.6,13,0.0,2945.8,693.32,Cash,No
ORD-2025-64127,2025-07-29,2025-08-05,First Class,Critical,CUST-2644,Jackie Holloway,Consumer,New Joe,New Jersey,76659,East,PROD-TEC-6903169,Technology,Phones,Surface Phones,505.04,7,0.3,2474.7,-168.13,Cash,Yes
ORD-1976-16828,2023-10-16,2023-10-22,Second Class,Critical,CUST-3229,Amy White PhD,Consumer,Christopherberg,Pennsylvania,75361,West,PROD-FUR-6263378,Furniture,Tables,Officer Tables,50.29,10,0.05,477.75,150.91,PayPal,No
ORD-2023-99883,2024-10-18,2024-10-22,First Class,Critical,CUST-8837,Tonya Williams,Home Office,West Eugeneview,Idaho,24994,South,PROD-OFF-6495887,Office Supplies,Storage,Benefit Storage,148.08,13,0.0,1925.04,610.43,PayPal,No
ORD-1992-59456,2025-12-21,2025-12-28,Second Class,Low,CUST-1376,Ryan Hanson,Home Office,Adamschester,Kentucky,35157,South,PROD-FUR-4326354,Furniture,Furnishings,Apply Furnishings,353.62,5,0.05,1679.69,601.23,Cash,No
ORD-2007-44099,2022-08-13,2022-08-15,Standard Class,High,CUST-3787,Diana Wallace,Home Office,Webbport,West Virginia,26286,North,PROD-FUR-8611954,Furniture,Furnishings,Three Furnishings,340.07,14,0.0,4760.98,1690.64,PayPal,No
ORD-1976-44891,2023-08-11,2023-08-14,Same Day,Critical,CUST-3133,Caitlin Allen DVM,Corporate,Murphystad,Ohio,92547,South,PROD-TEC-5747402,Technology,Accessories,Nothing Accessories,541.8199999999999,12,0.2,5201.47,1065.82,PayPal,Yes
ORD-2022-48036,2023-11-24,2023-11-27,Second Class,Critical,CUST-5068,Jonathan Cannon,Corporate,Davismouth,Georgia,16839,West,PROD-FUR-8866528,Furniture,Bookcases,Any Bookcases,437.01,3,0.2,1048.82,82.11,Cash,No
ORD-2022-88275,2022-05-08,2022-05-11,Standard Class,Low,CUST-1962,Angela Armstrong,Consumer,Barryburgh,Nevada,42569,East,PROD-FUR-6944195,Furniture,Furnishings,Sea Furnishings,470.27,10,0.3,3291.89,-197.11,Credit Card,Yes
ORD-2014-43247,2024-03-30,2024-04-04,Same Day,High,CUST-7466,Deanna Craig,Home Office,New Justin,Hawaii,30229,East,PROD-FUR-4009366,Furniture,Bookcases,Tree Bookcases,93.23,5,0.2,372.92,6.5,Cash,No
ORD-2008-21750,2025-05-27,2025-05-30,Same Day,Medium,CUST-5266,Jessica Wilcox,Consumer,Drewville,Arkansas,63683,East,PROD-FUR-9375364,Furniture,Chairs,Together Chairs,486.95,14,0.1,6135.57,1025.56,Cash,No
ORD-1990-44500,2022-10-10,2022-10-15,First Class,High,CUST-8139,Abigail Chen,Consumer,East Janet,Washington,06696,East,PROD-TEC-3537801,Technology,Machines,President Machines,627.99,9,0.2,4521.53,1070.22,PayPal,Yes
ORD-1975-40128,2023-03-13,2023-03-15,Standard Class,Critical,CUST-5263,Autumn Castaneda,Consumer,Edwardsside,New York,82979,West,PROD-OFF-9303225,Office Supplies,Labels,Want Labels,226.34,1,0.3,158.44,0.67,Cash,No
ORD-2014-29405,2023-11-13,2023-11-14,First Class,Low,CUST-4337,Randy Campbell,Corporate,New Lisaland,South Carolina,76952,South,PROD-FUR-4563416,Furniture,Tables,Story Tables,499.02,10,0.0,4990.2,1471.1,PayPal,No
ORD-2018-20070,2025-06-09,2025-06-11,Same Day,Low,CUST-6384,Kevin Blake,Consumer,East Deborah,Maryland,07483,East,PROD-TEC-7613071,Technology,Phones,Debate Phones,499.27,6,0.0,2995.62,696.79,PayPal,Yes
ORD-1975-20625,2024-06-07,2024-06-11,Same Day,Critical,CUST-5412,Terry Wright,Home Office,East Lisa,Rhode Island,81192,North,PROD-OFF-8601790,Office Supplies,Labels,Religious Labels,474.24,6,0.3,1991.81,210.95,Credit Card,No
ORD-1994-52358,2022-11-17,2022-11-24,Standard Class,Low,CUST-9964,Lisa Clark,Home Office,Alexanderland,Michigan,83850,West,PROD-FUR-5280939,Furniture,Furnishings,Republican Furnishings,127.64,3,0.2,306.34,69.75,PayPal,No
ORD-2005-60921,2022-06-27,2022-07-04,Same Day,High,CUST-3525,Michelle Wilkins,Consumer,Frenchburgh,Montana,73675,East,PROD-OFF-6202636,Office Supplies,Binders,Effort Binders,345.63,15,0.05,4925.23,1442.27,Credit Card,No
ORD-2024-77194,2022-10-18,2022-10-20,Same Day,Critical,CUST-7358,Brett White,Corporate,Moranshire,Michigan,30140,East,PROD-TEC-2513679,Technology,Machines,Wish Machines,417.03999999999996,13,0.1,4879.37,960.84,Cash,No
ORD-1997-22182,2022-07-10,2022-07-11,First Class,Critical,CUST-4673,Lindsay Smith,Home Office,Owensfurt,Tennessee,87156,South,PROD-OFF-9802632,Office Supplies,Appliances,While Appliances,152.44,2,0.2,243.9,56.15,Cash,No
ORD-2009-29478,2024-11-12,2024-11-14,First Class,Medium,CUST-9570,Kevin Richardson,Corporate,Port Kennethport,Nevada,91177,East,PROD-TEC-2284002,Technology,Phones,Bed Phones,232.1,15,0.0,3481.5,1037.03,Cash,No
ORD-2003-70903,2024-05-15,2024-05-21,First Class,High,CUST-5175,Derek Chandler,Home Office,Markchester,Hawaii,32478,North,PROD-TEC-2911520,Technology,Phones,Argue Phones,534.1700000000001,12,0.05,6089.54,1235.63,Cash,Yes
ORD-1999-20917,2025-04-10,2025-04-14,First Class,High,CUST-8454,Crystal Marshall,Home Office,South Christopherfort,Florida,54668,West,PROD-TEC-6726640,Technology,Copiers,I Copiers,636.96,15,0.05,9076.68,2940.71,Credit Card,No
ORD-1994-43989,2023-09-26,2023-10-03,Standard Class,Critical,CUST-9755,Diane Anderson,Consumer,East James,Maine,88893,North,PROD-OFF-1223214,Office Supplies,Labels,While Labels,331.34,3,0.2,795.22,61.27,Cash,No
ORD-2010-91067,2024-05-07,2024-05-14,First Class,Critical,CUST-5958,Tyler Martin,Consumer,Gayside,Montana,34486,South,PROD-FUR-4201127,Furniture,Bookcases,Hundred Bookcases,409.82,2,0.05,778.66,146.06,PayPal,No
ORD-2011-95016,2024-05-08,2024-05-10,Second Class,Critical,CUST-9824,Curtis Horne,Consumer,Aprilhaven,Nevada,93656,North,PROD-OFF-3485807,Office Supplies,Binders,Back Binders,216.72,8,0.0,1733.76,635.91,PayPal,No
ORD-1980-73576,2022-12-19,2022-12-23,Standard Class,Critical,CUST-4975,Brian Eaton,Consumer,East Matthewburgh,New York,44786,East,PROD-TEC-1854332,Technology,Machines,Lay Machines,213.86,6,0.2,1026.53,5.26,Cash,No
ORD-2008-88097,2022-08-19,2022-08-25,First Class,Low,CUST-8987,Jesse Garcia,Corporate,West Jacob,Hawaii,24975,West,PROD-TEC-4890733,Technology,Machines,Force Machines,239.75,12,0.0,2877.0,907.98,Wire Transfer,No
ORD-1970-18324,2025-11-17,2025-11-20,Same Day,Critical,CUST-2915,Jeffrey White,Corporate,Port Raymond,Wisconsin,63371,East,PROD-OFF-8318725,Office Supplies,Paper,Return Paper,89.05,1,0.05,84.6,22.81,Cash,No
ORD-1978-76536,2022-08-31,2022-09-02,First Class,Critical,CUST-3148,Richard Williams,Corporate,Thomasfort,Utah,07203,West,PROD-OFF-7044085,Office Supplies,Paper,Themselves Paper,241.44,13,0.05,2981.78,708.19,Wire Transfer,No
ORD-1983-97432,2024-11-27,2024-12-01,Second Class,Medium,CUST-4268,Seth Ortiz,Consumer,Wademouth,Arkansas,78590,West,PROD-FUR-9283332,Furniture,Furnishings,Forward Furnishings,125.01,5,0.3,437.53,56.62,Credit Card,No
ORD-1997-44184,2022-06-20,2022-06-23,Second Class,Medium,CUST-9248,Donna Hodges,Consumer,Brittanyview,Utah,66123,North,PROD-OFF-2912087,Office Supplies,Binders,Of Binders,121.08,10,0.3,847.56,66.81,Wire Transfer,No
ORD-1975-56562,2023-06-17,2023-06-24,Standard Class,High,CUST-3476,Austin Johnson,Home Office,East Jacqueline,Alabama,78968,North,PROD-TEC-8345513,Technology,Phones,Anything Phones,434.0,13,0.0,5642.0,1156.99,Credit Card,No
ORD-2014-15501,2024-01-18,2024-01-23,Standard Class,Medium,CUST-2934,Ryan Mason,Consumer,Hendersonmouth,Alabama,88220,East,PROD-FUR-8407441,Furniture,Tables,Wish Tables,257.89,13,0.0,3352.57,1237.57,Wire Transfer,No
ORD-1972-28058,2022-12-23,2022-12-24,Second Class,Critical,CUST-7811,Ryan Parrish,Consumer,New Patrick,North Carolina,52992,South,PROD-OFF-5811005,Office Supplies,Art,Career Art,93.92,9,0.1,760.75,190.62,Cash,No
ORD-1997-92502,2022-10-14,2022-10-20,Second Class,Medium,CUST-9677,Gabrielle Miller,Corporate,Lake Jenna,Oregon,65063,South,PROD-FUR-7935859,Furniture,Furnishings,Piece Furnishings,210.56,15,0.2,2526.72,30.42,Wire Transfer,Yes
ORD-2014-68009,2022-05-16,2022-05-18,Standard Class,Low,CUST-2389,Jeff Carney,Corporate,East Diane,New Mexico,25774,East,PROD-OFF-8282524,Office Supplies,Storage,Only Storage,202.7,1,0.0,202.7,54.32,PayPal,No
ORD-1990-17577,2022-02-27,2022-03-05,First Class,Critical,CUST-7586,Amy Garcia,Home Office,Pamelaborough,Illinois,36795,East,PROD-TEC-6774002,Technology,Copiers,Week Copiers,615.23,1,0.3,430.66,-13.58,PayPal,No
ORD-2015-68482,2024-02-26,2024-03-03,Second Class,Critical,CUST-6656,Jonathan Ramirez,Home Office,Port Whitney,Ohio,26585,West,PROD-FUR-2413999,Furniture,Tables,Lot Tables,273.34,1,0.2,218.67,15.03,PayPal,No
ORD-2018-80882,2023-08-22,2023-08-25,Second Class,Low,CUST-9383,Sarah Williams,Home Office,Edwardchester,Oregon,57100,East,PROD-TEC-3684813,Technology,Copiers,Opportunity Copiers,223.67000000000002,1,0.3,156.57,-4.14,PayPal,No
ORD-2008-65410,2022-07-31,2022-08-05,Standard Class,Low,CUST-7110,Tiffany Sutton,Corporate,Andrewburgh,Alabama,50107,East,PROD-FUR-3092954,Furniture,Bookcases,With Bookcases,156.0,8,0.0,1248.0,386.09,PayPal,No
ORD-1984-84133,2025-01-20,2025-01-26,Second Class,High,CUST-5902,John Santos,Corporate,South Kelly,Arkansas,29671,South,PROD-TEC-9718559,Technology,Machines,Easy Machines,331.34000000000003,12,0.1,3578.47,782.13,PayPal,No
ORD-2000-69547,2023-02-23,2023-02-24,Second Class,Critical,CUST-7751,Sarah Johnson,Consumer,New Brandy,Hawaii,96097,North,PROD-FUR-3182100,Furniture,Furnishings,Institution Furnishings,115.24,8,0.0,921.92,300.68,Cash,No
ORD-1972-83265,2024-11-14,2024-11-19,Same Day,High,CUST-9172,Derek Walton,Home Office,Lake Charlestown,Indiana,22449,West,PROD-OFF-9213136,Office Supplies,Paper,None Paper,486.9,12,0.05,5550.66,1876.3,PayPal,No
ORD-2009-69993,2024-12-11,2024-12-13,Standard Class,Medium,CUST-8461,Ruben Horn,Corporate,West Stephaniemouth,North Carolina,46850,North,PROD-TEC-7196363,Technology,Accessories,Stage Accessories,676.39,15,0.3,7102.1,-714.91,Credit Card,No
ORD-2023-58442,2025-10-09,2025-10-14,First Class,Low,CUST-9565,William Jenkins,Consumer,Thomastown,Wisconsin,92568,North,PROD-OFF-7282392,Office Supplies,Art,Soon Art,154.05,5,0.0,770.25,186.22,PayPal,No
ORD-2006-65280,2022-02-20,2022-02-21,First Class,High,CUST-4532,Nathan Carter,Consumer,South Sharonborough,Delaware,38155,West,PROD-FUR-6849358,Furniture,Bookcases,Doctor Bookcases,436.51,2,0.2,698.42,90.59,Wire Transfer,No
ORD-1974-69293,2022-12-25,2022-12-28,Same Day,Critical,CUST-3175,Marc Daniel,Consumer,Tomhaven,South Dakota,61504,West,PROD-OFF-8534223,Office Supplies,Paper,Go Paper,434.51,3,0.1,1173.18,367.77,Cash,No
ORD-2008-40516,2022-02-16,2022-02-20,First Class,Low,CUST-8259,Tara Spencer,Home Office,New Tammyview,Missouri,97970,East,PROD-TEC-3778554,Technology,Phones,There Phones,222.15,12,0.1,2399.22,500.61,Credit Card,No
ORD-1985-21161,2022-04-17,2022-04-19,Standard Class,Medium,CUST-8796,Brianna Torres,Home Office,New Gabriella,Iowa,89027,North,PROD-FUR-1318323,Furniture,Chairs,Personal Chairs,395.51,5,0.05,1878.67,363.99,Cash,No
ORD-2014-79932,2022-06-19,2022-06-24,First Class,Critical,CUST-1737,Rachael Smith,Corporate,Adamstad,Louisiana,44348,North,PROD-OFF-4028421,Office Supplies,Binders,Item Binders,21.79,7,0.3,106.77,5.57,Wire Transfer,No
ORD-2004-25026,2025-08-10,2025-08-11,Second Class,High,CUST-3359,Kevin Ferguson,Consumer,Brewerfort,Florida,36314,East,PROD-FUR-6147152,Furniture,Chairs,Republican Chairs,342.52,7,0.0,2397.64,664.4,Wire Transfer,No
ORD-2017-13561,2024-06-02,2024-06-08,Standard Class,High,CUST-7388,Emily Brooks,Consumer,Jacksonville,Nevada,45919,East,PROD-FUR-6439471,Furniture,Furnishings,Once Furnishings,194.0,5,0.0,970.0,377.94,PayPal,No
ORD-1979-86812,2025-02-24,2025-02-26,Same Day,Critical,CUST-2885,Tiffany Smith,Corporate,West Sean,Mississippi,60537,North,PROD-OFF-7829609,Office Supplies,Binders,Arrive Binders,247.24,2,0.2,395.58,36.24,Credit Card,No
ORD-2013-82623,2025-08-10,2025-08-15,Standard Class,Medium,CUST-3057,Mike Taylor,Corporate,Lake Tammy,Oregon,81280,West,PROD-OFF-9395862,Office Supplies,Labels,Meet Labels,393.61,4,0.05,1495.72,433.5,PayPal,No
ORD-2016-80455,2025-05-29,2025-06-02,Same Day,Low,CUST-1016,Ricky Webb,Corporate,Port Saraland,Washington,72354,East,PROD-TEC-1009108,Technology,Accessories,Discuss Accessories,667.4200000000001,1,0.2,533.94,97.0,Wire Transfer,No
ORD-1976-56061,2022-02-21,2022-02-28,Second Class,High,CUST-1745,Joshua Murray,Consumer,Edwardfurt,Maine,07876,North,PROD-OFF-7632115,Office Supplies,Labels,Within Labels,70.26,12,0.05,800.96,172.83,Wire Transfer,No
ORD-1989-37636,2024-11-14,2024-11-19,First Class,High,CUST-5282,Melissa Prince,Home Office,West Patriciaville,Tennessee,23698,West,PROD-OFF-6396194,Office Supplies,Storage,Knowledge Storage,113.21,6,0.3,475.48,23.3,PayPal,Yes
ORD-1987-89794,2023-08-26,2023-08-30,Standard Class,Low,CUST-3843,Carol Walker,Corporate,West Christine,Colorado,00809,West,PROD-OFF-2361450,Office Supplies,Appliances,Dream Appliances,439.59,13,0.0,5714.67,1670.23,Cash,No
ORD-1978-56267,2024-10-19,2024-10-26,Same Day,High,CUST-7336,Cheryl Allen,Consumer,South Amandabury,South Dakota,94056,North,PROD-FUR-7215633,Furniture,Furnishings,Across Furnishings,104.57,15,0.0,1568.55,557.93,Credit Card,No
ORD-1985-99201,2025-07-03,2025-07-09,First Class,Medium,CUST-2474,Ashley Turner,Home Office,South Saraland,Virginia,01394,East,PROD-TEC-4930196,Technology,Accessories,Knowledge Accessories,683.98,8,0.0,5471.84,1881.49,PayPal,Yes
ORD-2009-35701,2023-02-18,2023-02-25,Same Day,Low,CUST-5544,Kendra Avery,Home Office,Cynthiabury,North Carolina,24819,West,PROD-FUR-3944885,Furniture,Chairs,Certain Chairs,298.2,2,0.0,596.4,223.36,PayPal,No
ORD-2009-45956,2022-04-05,2022-04-07,Standard Class,High,CUST-8437,Emily Gray,Consumer,Josephton,Mississippi,47523,West,PROD-TEC-6419028,Technology,Phones,Fly Phones,623.73,7,0.2,3492.89,633.93,Cash,No
ORD-2005-57378,2024-07-15,2024-07-20,Standard Class,Medium,CUST-1769,Eric Morgan,Corporate,Brownburgh,North Carolina,92457,West,PROD-TEC-6305659,Technology,Machines,Subject Machines,402.01,1,0.1,361.81,114.03,Credit Card,No
ORD-2014-65550,2023-10-12,2023-10-13,Second Class,Medium,CUST-3694,Brandon Grant,Corporate,Albertside,Pennsylvania,07342,East,PROD-FUR-1467627,Furniture,Bookcases,Face Bookcases,221.65,8,0.0,1773.2,499.14,Wire Transfer,No
